Time,VAV_1:DesPer 1:Des Heat Mass Flow [kg/s],VAV_1:DesPer 1:Des Heat Cap [W],VAV_1:DesPer 1:Des Cool Mass Flow [kg/s],VAV_1:DesPer 1:Des Sens Cool Cap [W],VAV_1:DesPer 1:Des Tot Cool Cap [W],VAV_1:DesPer 2:Des Heat Mass Flow [kg/s],VAV_1:DesPer 2:Des Heat Cap [W],VAV_1:DesPer 2:Des Cool Mass Flow [kg/s],VAV_1:DesPer 2:Des Sens Cool Cap [W],VAV_1:DesPer 2:Des Tot Cool Cap [W],VAV_2:DesPer 1:Des Heat Mass Flow [kg/s],VAV_2:DesPer 1:Des Heat Cap [W],VAV_2:DesPer 1:Des Cool Mass Flow [kg/s],VAV_2:DesPer 1:Des Sens Cool Cap [W],VAV_2:DesPer 1:Des Tot Cool Cap [W],VAV_2:DesPer 2:Des Heat Mass Flow [kg/s],VAV_2:DesPer 2:Des Heat Cap [W],VAV_2:DesPer 2:Des Cool Mass Flow [kg/s],VAV_2:DesPer 2:Des Sens Cool Cap [W],VAV_2:DesPer 2:Des Tot Cool Cap [W],VAV_3:DesPer 1:Des Heat Mass Flow [kg/s],VAV_3:DesPer 1:Des Heat Cap [W],VAV_3:DesPer 1:Des Cool Mass Flow [kg/s],VAV_3:DesPer 1:Des Sens Cool Cap [W],VAV_3:DesPer 1:Des Tot Cool Cap [W],VAV_3:DesPer 2:Des Heat Mass Flow [kg/s],VAV_3:DesPer 2:Des Heat Cap [W],VAV_3:DesPer 2:Des Cool Mass Flow [kg/s],VAV_3:DesPer 2:Des Sens Cool Cap [W],VAV_3:DesPer 2:Des Tot Cool Cap [W]
11:10:00,1.973099E+00,4.639480E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.415341E+00,7.451599E+04,1.157036E+05,2.097162E+00,4.585893E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.722196E+00,7.808790E+04,1.194173E+05,2.831794E+00,4.268561E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.770119E+00,7.864561E+04,1.200028E+05
11:20:00,1.972914E+00,4.639559E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.441407E+00,7.505648E+04,1.162468E+05,2.096947E+00,4.585986E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.726678E+00,7.837539E+04,1.197131E+05,2.828035E+00,4.270185E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.797479E+00,7.919887E+04,1.205748E+05
11:30:00,1.972678E+00,4.639661E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.467175E+00,7.559269E+04,1.167954E+05,2.096731E+00,4.586079E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.729604E+00,7.864465E+04,1.199898E+05,2.824409E+00,4.271752E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.824300E+00,7.974565E+04,1.211400E+05
11:40:00,1.972393E+00,4.639785E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.493075E+00,7.612949E+04,1.173529E+05,2.096516E+00,4.586172E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.731775E+00,7.890499E+04,1.202569E+05,2.820906E+00,4.273265E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.851322E+00,8.029453E+04,1.217067E+05
11:50:00,1.972066E+00,4.639926E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.519829E+00,7.667519E+04,1.179251E+05,2.096300E+00,4.586265E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.734210E+00,7.916820E+04,1.205261E+05,2.817530E+00,4.274723E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.879457E+00,8.085608E+04,1.222858E+05
12:00:00,1.971705E+00,4.640082E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.548519E+00,7.724236E+04,1.185234E+05,2.096085E+00,4.586358E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.738148E+00,7.944871E+04,1.208124E+05,2.814275E+00,4.276129E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.909891E+00,8.144410E+04,1.228915E+05
12:10:00,1.971336E+00,4.640241E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.614039E+00,7.820014E+04,1.195630E+05,2.095871E+00,4.586451E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.745486E+00,7.972167E+04,1.210912E+05,2.811171E+00,4.277470E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.944428E+00,8.203256E+04,1.234976E+05
12:20:00,1.971006E+00,4.640384E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.686937E+00,7.924143E+04,1.205842E+05,2.095656E+00,4.586543E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.757287E+00,8.004675E+04,1.214235E+05,2.808169E+00,4.278767E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.984038E+00,8.268002E+04,1.241641E+05
12:30:00,1.970736E+00,4.640500E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.766112E+00,8.035253E+04,1.217088E+05,2.095441E+00,4.586636E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.774158E+00,8.043116E+04,1.218171E+05,2.805260E+00,4.280024E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.029247E+00,8.339263E+04,1.248976E+05
12:40:00,1.970522E+00,4.640592E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.851497E+00,8.153231E+04,1.229303E+05,2.095225E+00,4.586729E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.796296E+00,8.087724E+04,1.222748E+05,2.802446E+00,4.281240E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.080202E+00,8.417203E+04,1.257002E+05
12:50:00,1.970358E+00,4.640664E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.942576E+00,8.277420E+04,1.242337E+05,2.095010E+00,4.586822E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.823461E+00,8.138200E+04,1.227940E+05,2.799724E+00,4.282415E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.136635E+00,8.501489E+04,1.265689E+05
13:00:00,1.970233E+00,4.640717E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.038472E+00,8.406720E+04,1.256021E+05,2.094794E+00,4.586916E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.854928E+00,8.193666E+04,1.233657E+05,2.797090E+00,4.283553E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.197745E+00,8.591154E+04,1.274937E+05
13:10:00,1.970148E+00,4.640754E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.045692E+00,8.427167E+04,1.257712E+05,2.094578E+00,4.587009E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.889275E+00,8.245383E+04,1.238994E+05,2.794519E+00,4.284664E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.262135E+00,8.677491E+04,1.283845E+05
13:20:00,1.970114E+00,4.640769E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.047681E+00,8.441484E+04,1.259481E+05,2.094362E+00,4.587102E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.925451E+00,8.299182E+04,1.244554E+05,2.792034E+00,4.285738E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.328685E+00,8.766257E+04,1.293011E+05
13:30:00,1.970129E+00,4.640762E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.047962E+00,8.453686E+04,1.260830E+05,2.094149E+00,4.587194E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.962542E+00,8.354003E+04,1.250224E+05,2.789632E+00,4.286775E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.396365E+00,8.856259E+04,1.302306E+05
13:40:00,1.970188E+00,4.640737E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.046440E+00,8.463662E+04,1.261785E+05,2.093936E+00,4.587286E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.999779E+00,8.408959E+04,1.255909E+05,2.787306E+00,4.287780E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.464352E+00,8.946554E+04,1.311632E+05
13:50:00,1.970285E+00,4.640695E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.043045E+00,8.471327E+04,1.262392E+05,2.093725E+00,4.587377E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.036509E+00,8.463298E+04,1.261531E+05,2.785052E+00,4.288754E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.531924E+00,9.036315E+04,1.320903E+05
14:00:00,1.970414E+00,4.640640E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.037524E+00,8.476392E+04,1.262656E+05,2.093516E+00,4.587468E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.072161E+00,8.516364E+04,1.267020E+05,2.782866E+00,4.289698E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.598430E+00,9.124797E+04,1.330040E+05
14:10:00,1.970564E+00,4.640575E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.025754E+00,8.463084E+04,1.260943E+05,2.093309E+00,4.587557E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.106016E+00,8.555558E+04,1.271082E+05,2.780749E+00,4.290612E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.662983E+00,9.199211E+04,1.337728E+05
14:20:00,1.970720E+00,4.640507E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.010822E+00,8.446002E+04,1.259601E+05,2.093104E+00,4.587645E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.137608E+00,8.592116E+04,1.274883E+05,2.778695E+00,4.291500E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.725087E+00,9.270764E+04,1.345133E+05
14:30:00,1.970874E+00,4.640441E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.992668E+00,8.425026E+04,1.257616E+05,2.092902E+00,4.587733E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.166630E+00,8.625690E+04,1.278381E+05,2.776698E+00,4.292362E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.784385E+00,9.339054E+04,1.352205E+05
14:40:00,1.971025E+00,4.640375E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.971137E+00,8.399962E+04,1.255010E+05,2.092702E+00,4.587819E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.192780E+00,8.655931E+04,1.281533E+05,2.774759E+00,4.293200E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.840487E+00,9.403637E+04,1.358894E+05
14:50:00,1.971175E+00,4.640311E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.946069E+00,8.370613E+04,1.251820E+05,2.092504E+00,4.587905E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.215821E+00,8.682572E+04,1.284311E+05,2.772875E+00,4.294014E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.893069E+00,9.464146E+04,1.365159E+05
15:00:00,1.971325E+00,4.640246E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.917823E+00,8.337399E+04,1.248128E+05,2.092308E+00,4.587989E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.236030E+00,8.705943E+04,1.286745E+05,2.771043E+00,4.294805E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.942276E+00,9.520762E+04,1.371016E+05
15:10:00,1.971474E+00,4.640182E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.926415E+00,8.333227E+04,1.247778E+05,2.092116E+00,4.588073E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.252863E+00,8.711280E+04,1.287313E+05,2.769266E+00,4.295573E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.987533E+00,9.558691E+04,1.374943E+05
15:20:00,1.971618E+00,4.640119E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.934451E+00,8.328404E+04,1.247366E+05,2.091929E+00,4.588153E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.266232E+00,8.712606E+04,1.287486E+05,2.767567E+00,4.296307E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.028635E+00,9.591824E+04,1.378396E+05
15:30:00,1.971755E+00,4.640060E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.940050E+00,8.320750E+04,1.246649E+05,2.091747E+00,4.588232E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.276127E+00,8.709910E+04,1.287247E+05,2.765939E+00,4.297010E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.065515E+00,9.620088E+04,1.381350E+05
15:40:00,1.971889E+00,4.640002E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.942954E+00,8.309966E+04,1.245591E+05,2.091570E+00,4.588308E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.282629E+00,8.703282E+04,1.286597E+05,2.764369E+00,4.297689E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.098164E+00,9.643475E+04,1.383797E+05
15:50:00,1.972021E+00,4.639945E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.943098E+00,8.295970E+04,1.244185E+05,2.091395E+00,4.588384E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.285871E+00,8.692877E+04,1.285550E+05,2.762852E+00,4.298344E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.126638E+00,9.662050E+04,1.385742E+05
16:00:00,1.972152E+00,4.639889E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.940059E+00,8.278283E+04,1.242383E+05,2.091224E+00,4.588457E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.285592E+00,8.678402E+04,1.284075E+05,2.761384E+00,4.298978E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.150593E+00,9.675430E+04,1.387143E+05
16:10:00,1.972277E+00,4.639835E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.967799E+00,8.291861E+04,1.244145E+05,2.091058E+00,4.588529E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.282792E+00,8.656302E+04,1.281812E+05,2.759977E+00,4.299586E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.170965E+00,9.679981E+04,1.387635E+05
16:20:00,1.972380E+00,4.639790E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.995505E+00,8.305319E+04,1.245243E+05,2.090890E+00,4.588602E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.277032E+00,8.630786E+04,1.279186E+05,2.758579E+00,4.300189E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.187249E+00,9.679838E+04,1.387635E+05
16:30:00,1.972452E+00,4.639759E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.022847E+00,8.318225E+04,1.246494E+05,2.090721E+00,4.588675E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.269685E+00,8.603431E+04,1.276398E+05,2.757195E+00,4.300787E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.200786E+00,9.676536E+04,1.387337E+05
16:40:00,1.972496E+00,4.639740E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.050012E+00,8.330786E+04,1.247853E+05,2.090553E+00,4.588747E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.261291E+00,8.574862E+04,1.273474E+05,2.755836E+00,4.301375E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.212086E+00,9.670664E+04,1.386761E+05
16:50:00,1.972516E+00,4.639731E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.076064E+00,8.341921E+04,1.249154E+05,2.090387E+00,4.588819E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.251100E+00,8.544218E+04,1.270317E+05,2.754504E+00,4.301950E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.220353E+00,9.661311E+04,1.385806E+05
17:00:00,1.972516E+00,4.639731E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.100291E+00,8.350809E+04,1.250301E+05,2.090222E+00,4.588891E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.238500E+00,8.510798E+04,1.266878E+05,2.753201E+00,4.302513E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.224999E+00,9.647809E+04,1.384430E+05
17:10:00,1.972500E+00,4.639738E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.148998E+00,8.384443E+04,1.254317E+05,2.090058E+00,4.588961E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.224075E+00,8.470571E+04,1.262755E+05,2.751926E+00,4.303064E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.226564E+00,9.626073E+04,1.382221E+05
17:20:00,1.972472E+00,4.639751E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.199499E+00,8.419948E+04,1.257406E+05,2.089895E+00,4.589032E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.208892E+00,8.429484E+04,1.258554E+05,2.750680E+00,4.303602E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.226080E+00,9.601998E+04,1.379782E+05
17:30:00,1.972433E+00,4.639767E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.248949E+00,8.453898E+04,1.260687E+05,2.089734E+00,4.589101E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.191439E+00,8.385774E+04,1.254074E+05,2.749461E+00,4.304128E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.221968E+00,9.573757E+04,1.376905E+05
17:40:00,1.972386E+00,4.639788E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.295844E+00,8.484506E+04,1.263896E+05,2.089574E+00,4.589170E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.170420E+00,8.337931E+04,1.249158E+05,2.748271E+00,4.304643E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.212855E+00,9.539771E+04,1.373430E+05
17:50:00,1.972332E+00,4.639811E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.339353E+00,8.510780E+04,1.266843E+05,2.089416E+00,4.589239E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.145191E+00,8.285209E+04,1.243738E+05,2.747107E+00,4.305146E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.198049E+00,9.499241E+04,1.369286E+05
18:00:00,1.972273E+00,4.639836E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.378109E+00,8.531138E+04,1.269309E+05,2.089259E+00,4.589307E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.114530E+00,8.226198E+04,1.237677E+05,2.745970E+00,4.305637E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.176255E+00,9.450685E+04,1.364328E+05
18:10:00,2.016635E+00,4.620669E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.164870E+00,8.257348E+04,1.239429E+05,2.133546E+00,4.570171E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.075083E+00,8.145248E+04,1.229356E+05,2.789308E+00,4.286907E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.144039E+00,9.378395E+04,1.356937E+05
18:20:00,2.061121E+00,4.601452E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.920897E+00,7.945521E+04,1.208919E+05,2.177928E+00,4.550998E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.023466E+00,8.050212E+04,1.219589E+05,2.837612E+00,4.266040E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.097895E+00,9.290120E+04,1.347919E+05
18:30:00,2.105881E+00,4.582129E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.653440E+00,7.602272E+04,1.173952E+05,2.222549E+00,4.531738E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.955432E+00,7.936183E+04,1.207848E+05,2.893666E+00,4.241856E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,7.033483E+00,9.180889E+04,1.336746E+05
18:40:00,2.150931E+00,4.562698E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.359271E+00,7.223181E+04,1.134246E+05,2.267429E+00,4.512386E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.865618E+00,7.796989E+04,1.193493E+05,2.956334E+00,4.214851E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.945306E+00,9.044432E+04,1.322775E+05
18:50:00,2.196201E+00,4.543184E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.039371E+00,6.808660E+04,1.090150E+05,2.312502E+00,4.492965E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.753554E+00,7.632045E+04,1.176519E+05,3.024104E+00,4.185664E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.832813E+00,8.880099E+04,1.305994E+05
19:00:00,2.241634E+00,4.523611E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,4.697445E+00,6.362147E+04,1.042129E+05,2.357721E+00,4.473492E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.622017E+00,7.444404E+04,1.157173E+05,3.095978E+00,4.154724E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.698706E+00,8.690866E+04,1.286641E+05
19:10:00,2.242768E+00,4.523181E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,4.501950E+00,6.105931E+04,1.015263E+05,2.358614E+00,4.473175E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.483328E+00,7.257296E+04,1.137849E+05,3.126899E+00,4.141490E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.555428E+00,8.500067E+04,1.267104E+05
19:20:00,2.243881E+00,4.522756E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,4.319228E+00,5.863017E+04,9.900143E+04,2.359512E+00,4.472853E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.347279E+00,7.072438E+04,1.118551E+05,3.155945E+00,4.129062E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.413006E+00,8.309612E+04,1.247388E+05
19:30:00,2.244808E+00,4.522399E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,4.149897E+00,5.634263E+04,9.658391E+04,2.360259E+00,4.472578E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.221532E+00,6.898917E+04,1.100235E+05,3.179986E+00,4.118763E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.279274E+00,8.128655E+04,1.228448E+05
19:40:00,2.245522E+00,4.522116E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,4.000869E+00,5.428560E+04,9.438699E+04,2.360831E+00,4.472360E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.114245E+00,6.746693E+04,1.084094E+05,3.199879E+00,4.110220E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.162594E+00,7.967198E+04,1.211472E+05
19:50:00,2.246083E+00,4.521891E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,3.874605E+00,5.249483E+04,9.246451E+04,2.361285E+00,4.472183E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.028705E+00,6.619970E+04,1.070673E+05,3.216899E+00,4.102899E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.066412E+00,7.829500E+04,1.197008E+05
